MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Sale Type,Sale Condition,SalePrice,SalePrice_log,HasPool,HasScreenPorch,Has3SsnPorch,HasEncloseddPorch,HasOpendPorch,HasOpenPorch,HasWoodDeck,HasGarage,HasMasonry,HasBsmt,Total Baths AbvGr,Total Baths Bsmt,Gr Liv Area 2,Gr Liv Area 3
50,RM,4.110873864173311,9.25349564229011,Reg,Lvl,OldTown,Norm,1Fam,1.5Fin,6,7,1920,1920,Gable,BrkFace,Wd Sdng,None,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,6.202535517187923,Unf,7.32052696227274,GasW,Ex,Y,SBrkr,7.934871565945176,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2.0,6.255750041753367,Fa,TA,Y,0.0,WD ,Normal,256000,12.4529327234617,0,1,0,0,1,1,0,1,0,1,2.0,0.0,62.96218676804526,499.5968655154919
80,RL,4.48863636973214,9.044521887281242,IR1,Lvl,Sawyer,Norm,1Fam,SLvl,6,7,1977,1995,Gable,HdBoard,Plywood,BrkFace,3.8501476017100575,TA,TA,CBlock,Gd,Gd,Av,ALQ,6.228511003591184,Unf,6.228511003591184,GasA,TA,Y,SBrkr,7.10085190894405,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2.0,6.20050917404269,TA,TA,Y,5.680172609017068,WD ,Normal,151000,11.925035115797062,0,0,0,0,1,1,1,1,1,1,1.0,1.0,50.42209783275436,358.0398496486775
20,RL,4.304065093204169,9.2985343827121,Reg,HLS,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,3.8918202981106265,TA,TA,CBlock,TA,TA,No,Rec,6.255750041753367,Unf,6.8679744089702925,GasA,TA,Y,FuseF,6.8679744089702925,3,1,TA,6,Typ,0,NoFireplace,Attchd,1965.0,Fin,1.0,6.07073772800249,TA,TA,P,4.795790545596741,WD ,Normal,94750,11.458997122944671,0,0,0,0,0,0,1,1,1,1,1.0,1.0,47.16907248227084,323.955982703101
120,RL,3.610917912644224,8.200013648175434,IR1,Lvl,Greens,Norm,Twnhs,1Story,8,5,1980,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,6.7580945044277305,Unf,6.944087208229528,GasA,TA,Y,SBrkr,6.944087208229528,1,1,Gd,4,Typ,1,TA,Detchd,1980.0,Fin,2.0,6.184148890937483,TA,TA,Y,4.897839799950911,WD ,Normal,188000,12.144197241812089,0,0,0,0,1,1,1,1,0,1,1.0,1.0,48.22034715549697,334.8462958588736
20,RL,4.174387269895637,8.897682313454224,Reg,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,4.418840607796598,Gd,TA,PConc,Gd,TA,Av,GLQ,6.586171654854675,Unf,7.117205503164344,GasA,Ex,Y,SBrkr,7.117205503164344,2,1,Gd,6,Typ,0,NoFireplace,Attchd,2007.0,RFn,2.0,6.450470422144176,TA,TA,Y,4.890349128221754,WD ,Normal,194500,12.178187442040638,0,0,0,0,0,0,1,1,1,1,2.0,1.0,50.65461417427282,360.51929876180117
60,RL,4.394449154672439,9.434443462785092,IR1,Lvl,NWAmes,Norm,1Fam,2Story,7,7,1978,1978,Mansard,Plywood,Plywood,BrkFace,5.1298987149230735,Gd,TA,PConc,Gd,TA,No,ALQ,6.8966943316227125,Unf,7.259116128097101,GasA,Ex,Y,SBrkr,7.951911381854188,4,1,Gd,8,Min2,2,Gd,Attchd,1978.0,Fin,4.0,7.181591944611865,TA,Gd,Y,0.0,WD ,Normal,292500,12.58621994565405,0,1,0,0,1,1,0,1,1,1,2.5,0.5,63.23289462486218,502.82237447502814
60,RL,4.406719247264253,9.300638009956964,IR1,Lvl,NoRidge,Norm,1Fam,2Story,7,5,1994,1994,Gable,VinylSd,VinylSd,BrkFace,6.107022887742255,Gd,TA,PConc,Gd,TA,No,GLQ,6.90875477931522,Unf,7.109879463072272,GasA,Ex,Y,SBrkr,7.662937850461535,3,1,Gd,5,Typ,2,TA,Attchd,1994.0,RFn,2.0,6.26530121273771,TA,TA,Y,5.147494476813453,WD ,Normal,271000,12.509874099861838,0,0,0,0,1,1,1,1,1,1,2.5,1.0,58.72061650003606,449.9724347805624
160,RM,3.218875824868201,7.48605261786314,Reg,Lvl,other,Norm,Twnhs,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,GLQ,5.802118375377063,Unf,6.248042874508429,GasA,Gd,Y,SBrkr,6.952728644624869,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,6.137727054086234,TA,TA,Y,5.198497031265826,WD ,Normal,123900,11.727230067617231,0,0,0,0,0,0,1,1,0,1,1.0,0.0,48.340435605787164,336.09793133000034
90,RL,4.110873864173311,9.053101595549691,Reg,Lvl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,other,None,0.0,TA,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,GasA,Gd,N,FuseF,6.947937068614969,2,2,TA,6,Typ,0,NoFireplace,Detchd,1950.0,Unf,2.0,5.993961427306569,TA,TA,Y,0.0,WD ,Normal,93500,11.44571671527678,0,0,0,0,0,0,0,1,0,0,2.0,0.0,48.27382950943397,335.40352949259545
120,RL,4.127134385045092,8.23827262463303,IR1,Lvl,Greens,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,6.8679744089702925,Unf,7.112327444710911,GasA,TA,Y,SBrkr,7.112327444710911,1,1,Gd,4,Typ,2,TA,Attchd,1981.0,Fin,2.0,6.184148890937483,TA,TA,Y,4.897839799950911,WD ,Normal,211500,12.261980277468467,0,0,0,0,1,1,1,1,0,1,1.0,1.0,50.58520168078804,359.7785182105053
80,RL,4.836281906951478,9.57637141083894,IR1,Lvl,Timber,Norm,1Fam,SLvl,7,5,1987,1989,Hip,Plywood,Plywood,BrkFace,5.739792912179234,TA,TA,PConc,Gd,TA,Gd,GLQ,6.807934943699926,ALQ,7.406103381237015,GasA,Ex,Y,SBrkr,7.299797366758161,3,1,Gd,7,Min1,1,Fa,Attchd,1987.0,Fin,2.0,6.361302477572996,TA,TA,Y,5.41610040220442,WD ,Normal,213500,12.271392111650815,0,0,0,0,1,1,1,1,1,1,2.5,2.0,53.28704159572938,388.9846059228379
20,RL,4.262679877041316,9.123801610558944,Reg,Lvl,Edwards,Feedr,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.54965074223381,GLQ,7.102499355774649,GasA,Ex,Y,SBrkr,7.102499355774649,2,1,TA,6,Typ,0,NoFireplace,Detchd,1965.0,Unf,2.0,6.135564891081739,Fa,Fa,Y,0.0,WD ,Normal,140000,11.84939770159144,0,0,0,1,0,0,0,1,0,1,1.0,1.0,50.4454970987793,358.2891106458119
20,RL,4.394449154672439,9.921130987708723,Reg,Low,ClearCr,Norm,1Fam,1Story,7,6,1967,1967,Gable,Plywood,Plywood,BrkFace,4.820281565605037,TA,TA,CBlock,Gd,TA,Av,Rec,6.698268054115413,ALQ,7.531552381407289,GasA,TA,Y,SBrkr,7.5126175446745105,2,1,TA,6,Typ,2,Gd,Attchd,1967.0,Unf,2.0,6.257667587882639,TA,TA,Y,0.0,WD ,Normal,278000,12.535376392672774,0,0,0,1,1,1,0,1,1,1,1.0,1.0,56.43942237255127,424.00779472732376
20,RL,4.394449154672439,9.169622538697624,Reg,Lvl,NWAmes,Feedr,1Fam,1Story,5,5,1969,1969,Gable,HdBoard,HdBoard,BrkFace,4.859812404361672,TA,TA,CBlock,Gd,TA,Mn,ALQ,6.317164686747284,Rec,7.161622002939187,GasA,TA,Y,SBrkr,7.198183577101943,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,6.220590170099739,TA,TA,Y,5.746203190540153,WD ,Normal,163000,12.0015054797889,0,0,0,0,1,1,1,1,1,1,2.0,0.5,51.81384680966013,372.9655811717715
60,RL,4.110873864173311,8.857088135314953,Reg,Lvl,Edwards,Norm,1Fam,2Story,5,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,No,GLQ,6.416732282512326,Unf,6.5998704992128365,GasA,Gd,Y,SBrkr,7.25063551189868,3,1,TA,6,Typ,0,NoFireplace,BuiltIn,2005.0,Fin,2.0,6.194405391104672,TA,TA,Y,0.0,WD ,Normal,171500,12.052338545588132,0,0,0,0,1,1,0,1,0,1,2.5,1.0,52.57171532640623,381.1783460670691
120,RM,3.49650756146648,8.412054873292933,Reg,Lvl,Mitchel,Norm,Twnhs,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,4.762173934797756,TA,TA,PConc,Ex,TA,No,GLQ,6.8001700683022,Unf,7.104144092987527,GasA,Ex,Y,SBrkr,7.104144092987527,2,1,TA,5,Typ,0,NoFireplace,Attchd,1998.0,Unf,2.0,5.998936561946683,TA,TA,Y,0.0,WD ,Normal,164000,12.007621706806336,0,0,0,0,1,1,0,1,1,1,2.0,1.0,50.46886329392957,358.53807704936474
70,RL,4.204692619390966,8.83331693749932,Reg,Bnk,SWISU,Norm,1Fam,2Story,6,4,1915,1915,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.693323668269949,GasA,TA,N,FuseF,7.4073177104694174,4,1,Fa,6,Typ,0,NoFireplace,Detchd,1920.0,Unf,1.0,5.37989735354046,TA,TA,Y,0.0,WD ,Normal,128000,11.759785542901756,0,0,0,1,1,1,0,1,0,0,1.5,1.0,54.868355663833896,406.42734265305177
50,RL,4.394449154672439,9.169622538697624,Reg,Lvl,NAmes,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.638354669333745,Unf,6.940222469119639,GasA,TA,Y,FuseA,7.133295954896068,3,1,TA,6,Typ,0,NoFireplace,Attchd,1950.0,Unf,1.0,5.666426688112432,TA,TA,Y,0.0,WD ,Abnorml,119000,11.686878772093667,0,0,0,1,0,0,0,1,0,1,1.0,0.0,50.883911180136614,362.9699977905593
20,RL,4.564348191467836,9.407796816354407,Reg,Lvl,NridgHt,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,5.424950017481403,Gd,TA,PConc,Gd,TA,Mn,BLQ,7.091742115095153,Unf,7.340835554123275,GasA,Ex,Y,SBrkr,7.340835554123275,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.278521424165844,TA,TA,Y,0.0,New,Partial,220000,12.301382825334498,0,0,0,0,1,1,0,1,1,1,2.0,0.0,53.887866632680364,395.58196731303326
80,RM,4.330733340286331,8.699681400989514,Reg,Lvl,IDOTRR,Norm,1Fam,SLvl,5,5,1967,1967,Hip,HdBoard,Plywood,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,5.552959584921617,Unf,6.437751649736401,GasA,Ex,Y,SBrkr,7.412764017426562,3,1,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,5.666426688112432,TA,TA,Y,0.0,WD ,Normal,126000,11.744037185933616,0,1,0,0,1,1,0,1,0,1,1.5,0.0,54.949070378053975,407.3244916894783
50,RM,4.330733340286331,9.11173476822206,Reg,Lvl,IDOTRR,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,MetalSd,MetalSd,BrkFace,5.793013608384144,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,6.875232087276577,GasA,Gd,Y,SBrkr,7.40184157874383,4,1,Gd,6,Typ,0,NoFireplace,Detchd,1957.0,Unf,1.0,5.953243334287785,TA,TA,Y,0.0,WD ,Normal,139000,11.842229212112828,0,0,0,0,1,1,0,1,1,0,2.0,0.0,54.787258756820954,405.5266098516343
60,RL,4.189654742026425,9.475930197953147,IR2,Lvl,Gilbert,Norm,1Fam,2Story,6,5,1995,1995,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.661854740545311,GasA,Gd,Y,SBrkr,7.421775793644647,3,1,TA,7,Typ,1,TA,Attchd,1995.0,Fin,2.0,6.049733455231958,TA,TA,Y,0.0,WD ,Normal,170000,12.0435537160324,0,0,0,0,1,1,0,1,0,0,2.5,0.0,55.08275593112963,408.811864616894
50,RM,4.110873864173311,8.548885638148727,Reg,Lvl,IDOTRR,Norm,1Fam,1.5Fin,6,6,1927,1927,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,7.094234845924755,GasA,TA,Y,FuseA,7.418780882750794,3,1,TA,4,Typ,0,NoFireplace,Detchd,1927.0,Unf,1.0,5.953243334287785,Fa,TA,Y,0.0,WD ,Normal,135000,11.813030057420567,0,0,0,1,0,0,0,1,0,0,1.0,0.0,55.038309786268655,408.3171604612858
30,RL,4.110873864173311,8.89439598980643,Reg,Lvl,SWISU,Norm,1Fam,1Story,7,8,1921,1921,Gable,WdShing,Wd Shng,BrkFace,5.1647859739235145,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,7.113956109566034,GasA,Ex,Y,SBrkr,7.261927092702751,2,1,TA,7,Typ,1,Gd,Attchd,1921.0,Unf,1.0,5.746203190540153,TA,TA,Y,0.0,WD ,Normal,168000,12.031719258385396,0,0,0,1,0,0,0,1,1,0,2.0,0.0,52.73558509973024,382.9619741852625
80,RL,4.297285406218791,9.44943600950432,IR1,Lvl,NAmes,Norm,1Fam,SLvl,6,5,1964,1964,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.84587987526405,Unf,7.1284959456800365,GasA,TA,Y,SBrkr,7.1284959456800365,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,2.0,6.091309882077698,TA,TA,Y,0.0,WD ,Normal,172000,12.05524975579559,0,0,0,0,1,1,0,1,0,1,1.0,1.0,50.81545444757672,362.2377610074392
190,RM,4.262679877041316,8.630700432209832,Reg,Lvl,IDOTRR,Norm,2fmCon,2Story,4,5,1930,1930,Hip,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,GasA,Fa,N,SBrkr,6.996681488176539,3,2,Fa,7,Mod,0,NoFireplace,NoGrg,0.0,NoGrg,0.0,0.0,NoGrg,NoGrg,N,0.0,WD ,Normal,55000,10.915088464214609,0,0,0,0,0,0,0,0,0,0,2.0,0.0,48.95355184699227,342.51240998834123
160,FV,3.218875824868201,7.841885928984623,Reg,Lvl,Somerst,Norm,Twnhs,2Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.910796644040527,ALQ,6.398594934535208,GasA,Ex,Y,SBrkr,7.090909822079984,2,1,Gd,4,Typ,0,NoFireplace,Detchd,2004.0,RFn,2.0,6.175867270105761,TA,TA,Y,0.0,WD ,Normal,149500,11.915051671812876,0,0,0,0,1,1,0,1,0,1,2.5,1.0,50.281002104870396,356.53805168944984
50,RL,4.110873864173311,8.881975184248867,Reg,Lvl,NAmes,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.513230110912307,Unf,6.75110146893676,GasA,Fa,Y,FuseA,7.153833801578843,4,1,TA,6,Typ,0,NoFireplace,Attchd,1954.0,Unf,1.0,5.484796933490655,TA,TA,Y,0.0,WD ,Normal,127500,11.755871643580615,0,0,0,0,0,0,0,1,0,1,1.0,0.0,51.177338060612,366.11417089283356
90,RM,4.110873864173311,8.881975184248867,Reg,Lvl,OldTown,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,MetalSd,MetalSd,BrkFace,5.198497031265826,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.842683282238422,Unf,6.842683282238422,GasA,TA,Y,SBrkr,6.842683282238422,2,1,TA,4,Typ,0,NoFireplace,Detchd,1980.0,Unf,2.0,6.511745329644728,TA,TA,Y,3.912023005428146,WD ,Normal,140000,11.84939770159144,0,0,0,0,0,0,1,1,1,1,1.0,1.0,46.82231450102518,320.39026867187465
20,RL,4.262679877041316,9.19023970026918,Reg,Lvl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,6.796823718274855,Unf,6.796823718274855,GasA,TA,Y,SBrkr,6.796823718274855,3,1,TA,5,Typ,0,NoFireplace,Attchd,1975.0,Unf,2.0,6.315358001522335,TA,TA,Y,5.54907608489522,WD ,Abnorml,149900,11.917723684090689,0,0,0,0,0,0,1,1,0,1,1.0,1.0,46.19681265730363,313.9915919778614
160,FV,3.218875824868201,7.880804344674901,Reg,Lvl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,6.124683390894205,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.655440350367647,GasA,Ex,Y,SBrkr,7.273786317844895,2,1,Gd,5,Typ,0,NoFireplace,Detchd,1999.0,Unf,2.0,6.20050917404269,TA,TA,Y,5.332718793265369,WD ,Normal,174000,12.066810578196666,0,0,0,0,0,0,1,1,1,0,2.5,0.0,52.90796739766759,384.8412493621383
120,RL,3.7612001156935615,8.351374706721296,Reg,Lvl,Edwards,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,HdBoard,HdBoard,BrkFace,5.010635294096256,Gd,TA,CBlock,Gd,TA,Mn,GLQ,6.315358001522335,ALQ,6.956545443151569,GasA,TA,Y,SBrkr,6.956545443151569,2,1,Gd,5,Typ,0,NoFireplace,Attchd,1984.0,Fin,1.0,5.58724865840025,TA,TA,Y,0.0,WD ,Normal,139500,11.845819880243557,0,0,0,0,1,1,0,1,1,1,2.0,1.0,48.39352450263286,336.65175235683444
30,RM,3.951243718581428,8.71948076085107,Reg,Lvl,BrkSide,Norm,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,5.3471075307174685,Unf,6.573680166960646,GasA,TA,Y,FuseA,6.775366090936392,2,1,TA,5,Typ,0,NoFireplace,Detchd,1931.0,Unf,1.0,5.198497031265826,Fa,TA,Y,3.8918202981106265,WD ,Normal,105000,11.56171562913966,0,0,0,0,0,0,1,1,0,1,1.0,1.0,45.90558566621068,311.0271485074195
50,RL,4.110873864173311,9.114379980830272,Reg,Lvl,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1941,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,5.468060141135132,Rec,6.424869023905388,GasA,TA,N,SBrkr,7.013915474810528,3,1,TA,5,Typ,0,NoFireplace,Detchd,1941.0,Unf,1.0,5.303304908059076,TA,Fa,Y,3.8918202981106265,other,Normal,95000,11.461632170582678,0,0,0,0,0,0,1,1,0,1,1.0,0.5,49.19501028778659,345.0496439409695
20,RL,4.68213122712422,9.539068413863964,Reg,Lvl,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,Hip,VinylSd,VinylSd,Stone,6.124683390894205,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.502738210754851,Unf,7.845024417241484,GasA,Ex,Y,SBrkr,7.845024417241484,3,1,Ex,8,Typ,2,Ex,Attchd,2007.0,Fin,3.0,6.838405200847344,TA,TA,Y,4.875197323201151,New,Partial,479069,13.079599916123216,0,0,0,0,1,1,1,1,1,1,2.0,1.0,61.54440810711508,482.8173843449925
20,RL,4.110873864173311,8.881975184248867,Reg,Lvl,NAmes,Norm,1Fam,1Story,5,8,1950,2002,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.988961416889864,BLQ,6.762729506931879,GasA,Gd,Y,SBrkr,6.762729506931879,3,1,Gd,5,Typ,0,NoFireplace,Detchd,1980.0,RFn,2.0,6.580639137284949,TA,TA,Y,5.272999558563747,WD ,Normal,129000,11.76756768334381,0,0,0,0,0,0,1,1,0,1,1.0,1.0,45.734510383927095,309.2901228584662
20,RL,4.290459441148391,9.11382947159534,IR1,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.762729506931879,Unf,6.762729506931879,GasA,TA,Y,SBrkr,6.762729506931879,2,1,TA,5,Typ,0,NoFireplace,Attchd,1961.0,Unf,1.0,6.089044875446846,TA,TA,Y,5.068904202220232,WD ,Normal,122000,11.711776323715394,0,0,0,0,0,0,1,1,0,1,1.0,0.0,45.734510383927095,309.2901228584662
20,RL,4.304065093204169,9.190545744648004,Reg,Lvl,Timber,Norm,1Fam,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,7.102499355774649,GasA,Ex,Y,SBrkr,7.102499355774649,2,1,Gd,6,Typ,0,NoFireplace,Attchd,2010.0,RFn,2.0,6.255750041753367,TA,TA,Y,0.0,New,Partial,179781,12.09949472246591,0,0,0,0,1,1,0,1,0,0,2.0,0.0,50.4454970987793,358.2891106458119
80,RL,4.8283137373023015,9.351232110673664,IR1,Lvl,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,4.442651256490317,TA,TA,CBlock,TA,TA,Av,ALQ,6.579251212010101,Unf,6.927557906278317,GasA,Gd,Y,SBrkr,7.213768308118642,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1.0,5.746203190540153,TA,TA,Y,0.0,WD ,Normal,177000,12.083905011555968,0,1,0,0,0,0,0,1,1,1,1.0,1.0,52.03845320321689,375.393344520881
50,RL,4.3694478524670215,9.258844781035798,Reg,Lvl,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1949,Gable,Wd Sdng,Wd Sdng,BrkFace,5.771441123130016,TA,TA,CBlock,TA,TA,Mn,Rec,5.2832037287379885,Unf,6.947937068614969,GasA,Ex,Y,SBrkr,7.52131798019924,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1.0,5.755742213586912,TA,TA,Y,0.0,WD ,Normal,143000,11.870599909242044,0,0,0,0,0,0,0,1,1,1,2.0,0.0,56.57022415926837,425.48264411300664
160,RL,3.610917912644224,7.803435056952168,Reg,Lvl,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,4.672828834461906,Gd,TA,PConc,Gd,TA,No,GLQ,6.352629396319567,Unf,6.639875833826536,GasA,Ex,Y,SBrkr,7.394493107219038,2,1,Gd,6,Typ,0,NoFireplace,BuiltIn,2003.0,RFn,2.0,6.163314804034641,TA,TA,Y,0.0,WD ,Normal,154000,11.944707881395766,0,0,0,0,1,1,0,1,1,1,2.5,1.0,54.67852831270986,404.32000072121406
90,RL,4.418840607796598,9.312084355859469,Reg,Lvl,Mitchel,Norm,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,BrkFace,4.262679877041316,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,7.553810852008231,GasA,Gd,Y,SBrkr,7.580699752224563,5,2,TA,9,Typ,0,NoFireplace,2Types,1989.0,Unf,3.0,6.642486801367256,TA,TA,Y,0.0,WD ,Family,171000,12.049418835484795,0,0,0,0,0,0,0,1,1,0,3.0,0.0,57.46700873337755,435.64013886620194
20,RL,4.48863636973214,8.986071187374463,IR1,Lvl,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,6.829793737512425,GasA,TA,Y,SBrkr,6.829793737512425,3,1,TA,5,Typ,0,NoFireplace,Detchd,1981.0,Unf,1.0,5.638354669333745,TA,TA,Y,0.0,WD ,Normal,110000,11.608235644774552,0,0,0,0,0,0,0,1,0,0,1.0,0.0,46.646082496963935,318.58312211725223
70,RM,3.951243718581428,8.71948076085107,Reg,Lvl,BrkSide,Norm,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,6.84587987526405,GasA,Ex,Y,SBrkr,7.322510433997394,4,1,TA,8,Typ,0,NoFireplace,Detchd,1933.0,Unf,1.0,5.198497031265826,Fa,Fa,N,3.218875824868201,WD ,Normal,137500,11.831379196088765,0,0,0,1,0,0,1,1,0,0,1.5,0.0,53.619159056000704,392.626851649731
20,RL,4.204692619390966,8.962007209588313,IR1,Lvl,NAmes,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.746203190540153,LwQ,6.816735880594968,GasA,TA,Y,SBrkr,6.816735880594968,2,1,TA,5,Typ,0,NoFireplace,Attchd,1964.0,Unf,1.0,5.666426688112432,TA,TA,Y,0.0,WD ,Abnorml,115000,11.652687407345388,0,0,0,0,0,0,0,1,0,1,1.0,0.0,46.46788806579085,316.7593198735472
20,RL,4.262679877041316,9.116139576577355,Reg,Lvl,Crawfor,Feedr,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,5.043425116919247,ALQ,7.014814351275545,GasA,Ex,Y,SBrkr,7.014814351275545,2,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1.0,5.968707559985366,TA,TA,Y,0.0,WD ,Family,144800,11.883108758933751,0,0,0,0,0,0,0,1,0,1,1.0,1.0,49.20762038286134,345.18232165381477
20,RL,4.3694478524670215,8.962007209588313,Reg,Lvl,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,HdBoard,HdBoard,BrkFace,5.303304908059076,TA,TA,PConc,TA,TA,No,LwQ,6.293419278846481,Unf,7.145984467714388,GasA,Gd,Y,SBrkr,7.145984467714388,2,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1.0,5.501258210544727,TA,TA,Y,0.0,WD ,Normal,132000,11.790557201568507,0,0,0,0,1,1,0,1,1,1,1.0,0.0,51.065094012815294,364.9103686579531
60,RL,4.499809670330265,9.366745651140318,IR1,Lvl,NoRidge,Norm,1Fam,2Story,8,5,1993,1994,Gable,HdBoard,HdBoard,BrkFace,5.921578419643816,Gd,TA,PConc,Gd,TA,No,GLQ,6.437751649736401,Unf,7.068172000388042,GasA,Ex,Y,SBrkr,7.711101251840158,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,6.436150368369428,TA,TA,Y,5.159055299214529,WD ,Normal,263550,12.481998382283352,0,0,0,0,1,1,1,1,1,1,2.5,1.0,59.46108251613085,458.5104278259075
